"id","title","abstract","publication_year","topics","topic_ids","primary_topic","concepts"
"W4283712118","Memory-Guided Multi-View Multi-Domain Fake News Detection","The wide spread of fake news is increasingly threatening both individuals and society. Great efforts have been made for automatic fake news detection on a <i>single</i> domain (e.g., politics). However, correlations exist commonly across multiple news domains, and thus it is promising to simultaneously detect fake news of <i>multiple</i> domains. Based on our analysis, we pose two challenges in multi-domain fake news detection: 1) <bold/><i>domain shift</i><bold/>, caused by the discrepancy among domains in terms of words, emotions, styles, etc. 2) <bold/><i>domain labeling incompleteness</i><bold/>, stemming from the real-world categorization that only outputs one single domain label, regardless of topic diversity of a news piece. In this paper, we propose a Memory-guided Multi-view Multi-domain Fake News Detection Framework (M <inline-formula><tex-math notation=""LaTeX"">$^{3}$</tex-math></inline-formula> FEND) to address these two challenges. We model news pieces from a multi-view perspective, including semantics, emotion, and style. Specifically, we propose a Domain Memory Bank to enrich domain information which could discover potential domain labels based on seen news pieces and model domain characteristics. Then, with enriched domain information as input, a Domain Adapter could adaptively aggregate discriminative information from multiple views for news in various domains. Extensive offline experiments on English and Chinese datasets demonstrate the effectiveness of M <inline-formula><tex-math notation=""LaTeX"">$^{3}$</tex-math></inline-formula> FEND, and online tests verify its superiority in practice. Our code is available at <uri>https://github.com/ICTMCG/M3FEND</uri>.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Domain (mathematical analysis)"", ""Categorization"", ""Notation"", ""Artificial intelligence"", ""Information retrieval"", ""Mathematics"", ""Arithmetic"", ""Mathematical analysis""]"
"W3033156234","Fake News Detection using Deep Learning","FAKE news has proliferated to a big crowd than before in this digital era, the main factor derives from the rise of social media and direct messaging platform. Techniques of fake news stories detection ingenious, varied, and exciting. This study aims to apply natural language processing (NLP) techniques for text analytics and train deep learning models for detecting fake news based on news title or news content. Solution proposed in this study aims to be applied in real-world social media and eliminate the bad experience for user to receive misleading stories that come from non-reputable source. For NLP techniques, text preprocessing such as regular expression, tokenization, lemmatization and stop words removal are used before vectorizing them into N-gram vectors or sequence vectors using terms frequency inverse document frequency (TF-IDF) or one-hot encoding respectively. Then, TensorFlow is chosen as the framework to be used with built in Keras deep learning libraries that is having a large community and number of commits on Tensorflow GitHub repository that can be enough to build deep learning neural network models. Results from the models are showing that models trained with news content can achieve better performance with computation time being sacrificed while models trained with news title require less computation time to achieve good performance. Also, overall performance of models fed with N-gram vectors are slightly better than models fed with sequence vectors.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Lexical analysis"", ""Artificial intelligence"", ""Preprocessor"", ""Deep learning"", ""Social media"", ""Stop words"", ""Natural language processing"", ""Lemmatisation"", ""tf–idf"", ""Sequence labeling"", ""Machine learning"", ""World Wide Web"", ""Management"", ""Quantum mechanics"", ""Physics"", ""Economics"", ""Term (time)"", ""Task (project management)""]"
"W3174306305","Compare to The Knowledge: Graph Neural Fake News Detection with External Knowledge","Linmei Hu, Tianchi Yang, Luhao Zhang, Wanjun Zhong, Duyu Tang, Chuan Shi, Nan Duan, Ming Zhou. Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers). 2021.","2021","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T10028"", ""T10664""]","Misinformation and Its Impacts","[""Zhàng"", ""Knowledge graph"", ""Computer science"", ""Natural language processing"", ""Computational linguistics"", ""Artificial intelligence"", ""Linguistics"", ""History"", ""China"", ""Philosophy"", ""Archaeology""]"
"W3137797402","Fake News detection Using Machine Learning","The phenomenon of Fake news is experiencing a rapid and growing progress with the evolution of the means of communication and Social media. Fake news detection is an emerging research area which is gaining big interest. It faces however some challenges due to the limited resources such as datasets and processing and analysing techniques. In this work, we propose a system for Fake news detection that uses machine learning techniques. We used term frequency-inverse document frequency (TF-IDF) of bag of words and n-grams as feature extraction technique, and Support Vector Machine (SVM) as a classifier. We propose also a dataset of fake and true news to train the proposed system. Obtained results show the efficiency of the system. In this work, we propose a system for Fake news detection that uses machine learning techniques. We used term frequency-inverse document frequency (TF-IDF) of bag of words and n-grams as feature extraction technique, and Support Vector Machine (SVM) as a classifier. We propose also a dataset of fake and true news to train the proposed system. Obtained results show the efficiency of the system.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Support vector machine"", ""tf–idf"", ""Artificial intelligence"", ""Classifier (UML)"", ""Feature extraction"", ""Machine learning"", ""Term (time)"", ""Pattern recognition (psychology)"", ""Data mining"", ""Quantum mechanics"", ""Physics""]"
"W3036963250","Unsupervised Fake News Detection","Fake news has become more prevalent than ever, correlating with the rise of social media that allows every user to rapidly publish their views or hearsay. Today, fake news spans almost every realm of human activity, across diverse fields such as politics and healthcare. Most existing methods for fake news detection leverage supervised learning methods and expect a large labelled corpus of articles and social media user engagement information, which are often hard, time-consuming and costly to procure. In this paper, we consider the task of unsupervised fake news detection, which considers fake news detection in the absence of labelled historical data. We develop GTUT, a graph-based approach for the task which operates in three phases. Starting off with identifying a seed set of fake and legitimate articles exploiting high-level observations on inter-user behavior in fake news propagation, it progressively expands the labelling to all articles in the dataset. Our technique draws upon graph-based methods such as biclique identification, graph-based feature vector learning and label spreading. Through an extensive empirical evaluation over multiple real-world datasets, we establish the improved effectiveness of our method over state-of-the-art techniques for the task.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Hate Speech and Cyberbullying Detection""]","[""T11147"", ""T11644"", ""T12262""]","Misinformation and Its Impacts","[""Computer science"", ""Social media"", ""Leverage (statistics)"", ""Publication"", ""Graph"", ""Artificial intelligence"", ""Newspaper"", ""Feature engineering"", ""Machine learning"", ""Information retrieval"", ""Deep learning"", ""World Wide Web"", ""Theoretical computer science"", ""Advertising"", ""Business""]"
"W3107128980","Multimodal Multi-image Fake News Detection","Recent years have seen a large increase in the amount of false information that is posted online. Fake news are created and propagated in order to deceive users and manipulate opinions and subsequently have a negative impact on the society. The automatic detection of fake news is very challenging since some of those news are created in sophisticated ways containing text or images that have been deliberately modified. Combining information from different modalities can be very useful for determining which of the online articles are fake. In this paper, we propose a multimodal multi-image system that combines information from different modalities in order to detect fake news posted online. In particular, our system combines textual, visual and semantic information. For the textual representation we use the Bidirectional Encoder Representations from Transformers (BERT) to better capture the underlying semantic and contextual meaning of the text. For the visual representation we extract image tags from multiple images that the articles contain using the VGG-16 model. The semantic representation refers to the text-image similarity calculated using the cosine similarity between the title and image tags embeddings. Our experimental results on a real world dataset show that combining features from the different modalities is effective for fake news detection. In particular, our multimodal multi-image system significantly outperforms the BERT baseline by 4.19% and SpotFake by 5.39%.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Information retrieval"", ""Representation (politics)"", ""Modalities"", ""Cosine similarity"", ""Encoder"", ""Artificial intelligence"", ""Image (mathematics)"", ""Similarity (geometry)"", ""Natural language processing"", ""Pattern recognition (psychology)"", ""Politics"", ""Operating system"", ""Law"", ""Social science"", ""Sociology"", ""Political science""]"
"W3205684765","IFND: a benchmark dataset for fake news detection","Spotting fake news is a critical problem nowadays. Social media are responsible for propagating fake news. Fake news propagated over digital platforms generates confusion as well as induce biased perspectives in people. Detection of misinformation over the digital platform is essential to mitigate its adverse impact. Many approaches have been implemented in recent years. Despite the productive work, fake news identification poses many challenges due to the lack of a comprehensive publicly available benchmark dataset. There is no large-scale dataset that consists of Indian news only. So, this paper presents IFND (Indian fake news dataset) dataset. The dataset consists of both text and images. The majority of the content in the dataset is about events from the year 2013 to the year 2021. Dataset content is scrapped using the Parsehub tool. To increase the size of the fake news in the dataset, an intelligent augmentation algorithm is used. An intelligent augmentation algorithm generates meaningful fake news statements. The latent Dirichlet allocation (LDA) technique is employed for topic modelling to assign the categories to news statements. Various machine learning and deep-learning classifiers are implemented on text and image modality to observe the proposed IFND dataset's performance. A multi-modal approach is also proposed, which considers both textual and visual features for fake news detection. The proposed IFND dataset achieved satisfactory results. This study affirms that the accessibility of such a huge dataset can actuate research in this laborious exploration issue and lead to better prediction models.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Misinformation"", ""Computer science"", ""Latent Dirichlet allocation"", ""Benchmark (surveying)"", ""Social media"", ""Topic model"", ""Machine learning"", ""Artificial intelligence"", ""Identification (biology)"", ""Information retrieval"", ""Support vector machine"", ""Data science"", ""Data mining"", ""World Wide Web"", ""Computer security"", ""Geography"", ""Botany"", ""Biology"", ""Geodesy""]"
"W4285108532","A Hybrid Linguistic and Knowledge-Based Analysis Approach for Fake News Detection on Social Media","The rapid development of different social media and content-sharing platforms has been largely exploited to spread misinformation and fake news that make people believing in harmful stories, which allow to influence public opinion, and could cause panic and chaos among population. Thus, fake news detection has become an important research topic, aiming at flagging a specific content as fake or legitimate. The fake news detection solutions can be divided into three main categories: content-based, social context-based, and knowledge-based approaches. In this paper, we propose a novel hybrid fake news detection system that combines linguistic and knowledge-based approaches and inherits their advantages, by employing two different sets of features: (1) linguistic features (i.e., title, number of words, reading ease, lexical diversity,and sentiment), and (2) a novel set of knowledge-based features, called <i>fact-verification</i> features that comprise three types of information namely, (i) <i>reputation of the website</i> where the news is published, (ii) <i>coverage</i>, i.e., number of sources that published the news, and (iii) <i>fact-check</i>, i.e., opinion of well-known fact-checking websites about the news, i.e., true or false. The proposed system only employs eight features, which is less than most of the state-of-the-art approaches. Also, the evaluation results on a fake news dataset show that the proposed system employing both types of features can reach an accuracy of 94.4%, which is better compared to that obtained from separately employing linguistic features (i.e., accuracy=89.4% ) and fact-verification features (i.e., accuracy=81.2%).","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Misinformation"", ""Computer science"", ""Social media"", ""Fake news"", ""Flagging"", ""Set (abstract data type)"", ""Reputation"", ""Context (archaeology)"", ""Information retrieval"", ""Reading (process)"", ""Artificial intelligence"", ""Natural language processing"", ""World Wide Web"", ""Internet privacy"", ""Linguistics"", ""Computer security"", ""Sociology"", ""Philosophy"", ""Programming language"", ""Social science"", ""Archaeology"", ""Biology"", ""Paleontology"", ""History""]"
"W4393170771","Advancing Fake News Detection: Hybrid Deep Learning With FastText and Explainable AI","The widespread propagation of misinformation on social media platforms poses a significant concern, prompting substantial endeavors within the research community to develop robust detection solutions. Individuals often place unwavering trust in social networks, often without discerning the origins and authenticity of the information disseminated through these platforms. Hence, the identification of media-rich fake news necessitates an approach that adeptly leverages multimedia elements and effectively enhances detection accuracy. The ever-changing nature of cyberspace highlights the need for measures that may effectively resist the spread of media-rich fake news while protecting the integrity of information systems. This study introduces a robust approach for fake news detection, utilizing three publicly available datasets: WELFake, FakeNewsNet, and FakeNewsPrediction. We integrated FastText word embeddings with various Machine Learning and Deep Learning methods, further refining these algorithms with regularization and hyperparameter optimization to mitigate overfitting and promote model generalization. Notably, a hybrid model combining Convolutional Neural Networks and Long Short-Term Memory, enriched with FastText embeddings, surpassed other techniques in classification performance across all datasets, registering accuracy and F1-scores of 0.99, 0.97, and 0.99, respectively. Additionally, we utilized state-of-the-art transformer-based models such as BERT, XLNet, and RoBERTa, enhancing them through hyperparameter adjustments. These transformer models, surpassing traditional RNN-based frameworks, excel in managing syntactic nuances, thus aiding in semantic interpretation. In the concluding phase, explainable AI modeling was employed using Local Interpretable Model-Agnostic Explanations, and Latent Dirichlet Allocation to gain deeper insights into the model’s decision-making process.","2024","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Deep learning"", ""Fake news"", ""Artificial intelligence"", ""Internet privacy""]"
"W4221122068","Domain Adaptive Fake News Detection via Reinforcement Learning","With social media being a major force in information consumption, accelerated propagation of fake news has presented new challenges for platforms to distinguish between legitimate and fake news. Effective fake news detection is a non-trivial task due to the diverse nature of news domains and expensive annotation costs. In this work, we address the limitations of existing automated fake news detection models by incorporating auxiliary information (e.g., user comments and user-news interactions) into a novel reinforcement learning-based model called REinforced Adaptive Learning Fake News Detection (REAL-FND). REAL-FND exploits cross-domain and within-domain knowledge that makes it robust in a target domain, despite being trained in a different source domain. Extensive experiments on real-world datasets illustrate the effectiveness of the proposed model, especially when limited labeled data is available in the target domain.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Hate Speech and Cyberbullying Detection""]","[""T11147"", ""T11644"", ""T12262""]","Misinformation and Its Impacts","[""Domain (mathematical analysis)"", ""Computer science"", ""Exploit"", ""Reinforcement learning"", ""Fake news"", ""Task (project management)"", ""Annotation"", ""Social media"", ""Artificial intelligence"", ""Information retrieval"", ""World Wide Web"", ""Computer security"", ""Internet privacy"", ""Engineering"", ""Mathematics"", ""Mathematical analysis"", ""Systems engineering""]"
"W3184617674","MVAN: Multi-View Attention Networks for Fake News Detection on Social Media","Fake news on social media is a widespread and serious problem in today's society. Existing fake news detection methods focus on finding clues from Long text content, such as original news articles and user comments. This paper solves the problem of fake news detection in more realistic scenarios. Only source shot-text tweet and its retweet users are provided without user comments. We develop a novel neural network based model, Multi-View Attention Networks (MVAN) to detect fake news and provide explanations on social media. The MVAN model includes text semantic attention and propagation structure attention, which ensures that our model can capture information and clues both of source tweet content and propagation structure. In addition, the two attention mechanisms in the model can find key clue words in fake news texts and suspicious users in the propagation structure. We conduct experiments on two real-world datasets, and the results demonstrate that MVAN can significantly outperform state-of-the-art methods by 2.5% in accuracy on average, and produce a reasonable explanation.","2021","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Spam and Phishing Detection""]","[""T11147"", ""T10028"", ""T11644""]","Misinformation and Its Impacts","[""Computer science"", ""Focus (optics)"", ""Fake news"", ""Social media"", ""Key (lock)"", ""Attention network"", ""Information retrieval"", ""Artificial intelligence"", ""World Wide Web"", ""Internet privacy"", ""Computer security"", ""Optics"", ""Physics""]"
"W4221148143","Evidence-aware Fake News Detection with Graph Neural Networks","The prevalence and perniciousness of fake news has been a critical issue on the Internet, which stimulates the development of automatic fake news detection in turn. In this paper, we focus on the evidence-based fake news detection, where several evidences are utilized to probe the veracity of news (i.e., a claim). Most previous methods first employ sequential models to embed the semantic information and then capture the claim-evidence interaction based on different attention mechanisms. Despite their effectiveness, they still suffer from two main weaknesses. Firstly, due to the inherent drawbacks of sequential models, they fail to integrate the relevant information that is scattered far apart in evidences for veracity checking. Secondly, they neglect much redundant information contained in evidences that may be useless or even harmful. To solve these problems, we propose a unified Graph-based sEmantic sTructure mining framework, namely GET in short. Specifically, different from the existing work that treats claims and evidences as sequences, we model them as graph-structured data and capture the long-distance semantic dependency among dispersed relevant snippets via neighborhood propagation. After obtaining contextual semantic information, our model reduces information redundancy by performing graph structure learning. Finally, the fine-grained semantic representations are fed into the downstream claim-evidence interaction module for predictions. Comprehensive experiments have demonstrated the superiority of GET over the state-of-the-arts.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Complex Network Analysis Techniques""]","[""T11147"", ""T11644"", ""T10064""]","Misinformation and Its Impacts","[""Computer science"", ""Redundancy (engineering)"", ""Graph"", ""Focus (optics)"", ""Attention network"", ""Information retrieval"", ""The Internet"", ""Dependency graph"", ""Dependency (UML)"", ""Artificial intelligence"", ""Data science"", ""Machine learning"", ""Theoretical computer science"", ""World Wide Web"", ""Physics"", ""Operating system"", ""Optics""]"
"W4388524030","A comprehensive survey on machine learning approaches for fake news detection","Abstract The proliferation of fake news on social media platforms poses significant challenges to society and individuals, leading to negative impacts. As the tactics employed by purveyors of fake news continue to evolve, there is an urgent need for automatic fake news detection (FND) to mitigate its adverse social consequences. Machine learning (ML) and deep learning (DL) techniques have emerged as promising approaches for characterising and identifying fake news content. This paper presents an extensive review of previous studies aiming to understand and combat the dissemination of fake news. The review begins by exploring the definitions of fake news proposed in the literature and delves into related terms and psychological and scientific theories that shed light on why people believe and disseminate fake news. Subsequently, advanced ML and DL techniques for FND are dicussed in detail, focusing on three main feature categories: content-based, context-based, and hybrid-based features. Additionally, the review summarises the characteristics of fake news, commonly used datasets, and the methodologies employed in existing studies. Furthermore, the review identifies the challenges current FND studies encounter and highlights areas that require further investigation in future research. By offering a comprehensive overview of the field, this survey aims to serve as a guide for researchers working on FND, providing valuable insights for developing effective FND mechanisms in the era of technological advancements.","2023","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Social media"", ""Dissemination"", ""Fake news"", ""Context (archaeology)"", ""Field (mathematics)"", ""Data science"", ""Internet privacy"", ""World Wide Web"", ""Telecommunications"", ""Paleontology"", ""Biology"", ""Mathematics"", ""Pure mathematics""]"
"W4293101166","Analyzing Machine Learning Enabled Fake News Detection Techniques for Diversified Datasets","Fake news, or fabric which appeared to be untrue with point of deceiving the open, has developed in ubiquity in current a long time. Spreading this kind of data undermines societal cohesiveness and well by cultivating political division and doubt in government. Since of the sheer volume of news being disseminated through social media, human confirmation has ended up incomprehensible, driving to the improvement and arrangement of robotized strategies for the recognizable proof of wrong news. Fake news publishers use a variety of stylistic techniques to boost the popularity of their works, one of which is to arouse the readers’ emotions. Due to this, text analytics’ sentiment analysis, which determines the polarity and intensity of feelings conveyed in a text, is now being utilized in false news detection methods, as either the system’s foundation or as a supplementary component. This assessment analyzes the full explanation of false news identification. The study also emphasizes characteristics, features, taxonomy, different sorts of data in the news, categories of false news, and detection approaches for spotting fake news. This research recognized fake news using the probabilistic latent semantic analysis approach. In particular, the research describes the fundamental theory of the related work to provide a deep comparative analysis of various literature works that has contributed to this topic. Besides this, a comparison of different machine learning and deep learning techniques is done to assess the performance for fake news detection. For this purpose, three datasets have been used.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Popularity"", ""Variety (cybernetics)"", ""Sentiment analysis"", ""Data science"", ""Fake news"", ""Social media"", ""News media"", ""Artificial intelligence"", ""Topic model"", ""Information retrieval"", ""World Wide Web"", ""Internet privacy"", ""Advertising"", ""Social psychology"", ""Psychology"", ""Business""]"
"W3130666089","Unsupervised Fake News Detection Based on Autoencoder","With the development of social networks, the spread of fake news brings great negative effects to people’s daily life, and even causes social panic. Fake news can be regarded as an anomaly on social networks, and autoencoder can be used as the basic unsupervised learning method. So, an unsupervised fake news detection method based on autoencoder (UFNDA) is proposed. This paper firstly considers some forms of news in social networks, integrates the text content, images, propagation, and user information of publishing news to improve the performance of fake news detection. Next, to obtain the hidden information and internal relationship between features, Bidirectional GRU(Bi-GRU) layer and Self-Attention layer are added into the autoencoder, and then reconstruct residual to detect fake news. The experimental results compared with the existence of other four methods, on two real-world datasets, show that UFNDA obtains the more positive results.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Autoencoder"", ""Computer science"", ""Artificial intelligence"", ""Pattern recognition (psychology)"", ""Artificial neural network""]"
"W4386172480","Multimodal Fake News Detection via CLIP-Guided Learning","Fake news detection (FND) has attracted much research interests in social forensics. Many existing approaches introduce tailored attention mechanisms to fuse unimodal features. However, they ignore the impact of cross-modal similarity between modalities. Meanwhile, the potential of pretrained multimodal feature learning models in FND has not been well exploited. This paper proposes an FND-CLIP framework, i.e., a multimodal Fake News Detection network based on Contrastive Language-Image Pretraining (CLIP). FND-CLIP extracts the deep representations together from news using two unimodal encoders and two pair-wise CLIP encoders. The CLIP-generated multimodal features are weighted by CLIP similarity of the two modalities. We also introduce a modality-wise attention module to aggregate the features. Extensive experiments are conducted and the results indicate that the proposed framework has a better capability in mining crucial features for fake news detection. The proposed FND-CLIP can achieve better performances than previous works on three typical fake news datasets.","2023","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Data-Driven Disease Surveillance""]","[""T11147"", ""T10028"", ""T11819""]","Misinformation and Its Impacts","[""Computer science"", ""Feature (linguistics)"", ""Modality (human–computer interaction)"", ""Modalities"", ""Autoencoder"", ""Similarity (geometry)"", ""Encoder"", ""Artificial intelligence"", ""Fuse (electrical)"", ""Aggregate (composite)"", ""Feature learning"", ""Deep learning"", ""Fake news"", ""Modal"", ""Machine learning"", ""Image (mathematics)"", ""Engineering"", ""Electrical engineering"", ""Social science"", ""Internet privacy"", ""Sociology"", ""Philosophy"", ""Polymer chemistry"", ""Composite material"", ""Chemistry"", ""Operating system"", ""Linguistics"", ""Materials science""]"
"W3133496726","Fake News Detection using Machine Learning","This work helps us to detect the accuracy of the fake news using different classification techniques. Fake news is significantly affecting our social life, in fact in every field mainly in politics, education. In this work, we have presented the solution for Fake news problem by implementing fake news detection model by using different classification techniques. Fake News Detection becomes complicated when it comes to resources. Resources like datasets are limited. In this model, we have used classification techniques like Support Vector Machine(SVM), Naïve Bayes, Passive Aggressive Classifier. Output of our model using feature extraction techniques as Term Frequency-Inverted Document Frequency (TF-IDF) and Support Vector Machine (SVM) as classifier, has accuracy of 95.05%.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Support vector machine"", ""Computer science"", ""Naive Bayes classifier"", ""Artificial intelligence"", ""Classifier (UML)"", ""Machine learning"", ""Feature extraction"", ""Structured support vector machine"", ""Social media"", ""Pattern recognition (psychology)"", ""Data mining"", ""World Wide Web""]"
"W4220979987","A comprehensive Benchmark for fake news detection","Nowadays, really huge volumes of fake news are continuously posted by malicious users with fraudulent goals thus leading to very negative social effects on individuals and society and causing continuous threats to democracy, justice, and public trust. This is particularly relevant in social media platforms (e.g., Facebook, Twitter, Snapchat), due to their intrinsic uncontrolled publishing mechanisms. This problem has significantly driven the effort of both academia and industries for developing more accurate fake news detection strategies: early detection of fake news is crucial. Unfortunately, the availability of information about news propagation is limited. In this paper, we provided a benchmark framework in order to analyze and discuss the most widely used and promising machine/deep learning techniques for fake news detection, also exploiting different features combinations w.r.t. the ones proposed in the literature. Experiments conducted on well-known and widely used real-world datasets show advantages and drawbacks in terms of accuracy and efficiency for the considered approaches, even in the case of limited content information.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Computer science"", ""Benchmark (surveying)"", ""Fake news"", ""Social media"", ""Order (exchange)"", ""Data science"", ""Internet privacy"", ""World Wide Web"", ""Computer security"", ""Business"", ""Geography"", ""Geodesy"", ""Finance""]"
"W4377115522","Towards COVID-19 fake news detection using transformer-based models","The COVID-19 pandemic has resulted in a surge of fake news, creating public health risks. However, developing an effective way to detect such news is challenging, especially when published news involves mixing true and false information. Detecting COVID-19 fake news has become a critical task in the field of natural language processing (NLP). This paper explores the effectiveness of several machine learning algorithms and fine-tuning pre-trained transformer-based models, including Bidirectional Encoder Representations from Transformers (BERT) and COVID-Twitter-BERT (CT-BERT), for COVID-19 fake news detection. We evaluate the performance of different downstream neural network structures, such as CNN and BiGRU layers, added on top of BERT and CT-BERT with frozen or unfrozen parameters. Our experiments on a real-world COVID-19 fake news dataset demonstrate that incorporating BiGRU on top of the CT-BERT model achieves outstanding performance, with a state-of-the-art F1 score of 98%. These results have significant implications for mitigating the spread of COVID-19 misinformation and highlight the potential of advanced machine learning models for fake news detection.","2023","[""Misinformation and Its Impacts"", ""Sentiment Analysis and Opinion Mining"", ""Topic Modeling""]","[""T11147"", ""T10664"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Transformer"", ""Coronavirus disease 2019 (COVID-19)"", ""Misinformation"", ""Encoder"", ""Artificial intelligence"", ""Deep learning"", ""Language model"", ""Machine learning"", ""Computer security"", ""Infectious disease (medical specialty)"", ""Voltage"", ""Physics"", ""Operating system"", ""Quantum mechanics"", ""Medicine"", ""Pathology"", ""Disease""]"
"W3089691460","BDANN: BERT-Based Domain Adaptation Neural Network for Multi-Modal Fake News Detection","Nowadays, with the rapid growth of microblogging networks for news propagation, there are increasingly more people accessing news through such emerging social media. In the meantime, fake news now spreads at a faster pace and affects a larger population than ever before. Compared with traditional text news, the news posted on microblog often has attached images in the context. So how to correctly and autonomously detect fakes news in a multi-modal manner becomes a prominent challenge to be addressed. In this paper, we propose an end-to-end model, named BERT-based domain adaptation neural network for multi-modal fake news detection (BDANN). BDANN comprises three main modules: a multi-modal feature extractor, a domain classifier and a fake news detector. Specifically, the multi-modal feature extractor employs the pretrained BERT model to extract text features and the pretrained VGG-19 model to extract image features. The extracted features are then concatenated and fed to the detector to distinguish fake news. The role of the domain classifier is mainly to map the multi-modal features of different events to the same feature space. To assess the performance of BDANN, we conduct extensive experiments on two multimedia datasets: Twitter and Weibo. The experimental results show that BDANN outperforms the state-of-the-art models. Moreover, we further discuss the existence of noisy images in the Weibo dataset that may affect the results.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Classifier (UML)"", ""Social media"", ""Microblogging"", ""Modal"", ""Artificial intelligence"", ""Feature extraction"", ""Extractor"", ""Geolocation"", ""Artificial neural network"", ""Pattern recognition (psychology)"", ""Machine learning"", ""World Wide Web"", ""Process engineering"", ""Engineering"", ""Chemistry"", ""Polymer chemistry""]"
"W4200048988","New explainability method for BERT-based model in fake news detection","The ubiquity of social media and their deep integration in the contemporary society has granted new ways to interact, exchange information, form groups, or earn money-all on a scale never seen before. Those possibilities paired with the widespread popularity contribute to the level of impact that social media display. Unfortunately, the benefits brought by them come at a cost. Social Media can be employed by various entities to spread disinformation-so called 'Fake News', either to make a profit or influence the behaviour of the society. To reduce the impact and spread of Fake News, a diverse array of countermeasures were devised. These include linguistic-based approaches, which often utilise Natural Language Processing (NLP) and Deep Learning (DL). However, as the latest advancements in the Artificial Intelligence (AI) domain show, the model's high performance is no longer enough. The explainability of the system's decision is equally crucial in real-life scenarios. Therefore, the objective of this paper is to present a novel explainability approach in BERT-based fake news detectors. This approach does not require extensive changes to the system and can be attached as an extension for operating detectors. For this purposes, two Explainable Artificial Intelligence (xAI) techniques, Local Interpretable Model-Agnostic Explanations (LIME) and Anchors, will be used and evaluated on fake news data, i.e., short pieces of text forming tweets or headlines. This focus of this paper is on the explainability approach for fake news detectors, as the detectors themselves were part of previous works of the authors.","2021","[""Misinformation and Its Impacts"", ""Explainable Artificial Intelligence (XAI)"", ""Topic Modeling""]","[""T11147"", ""T12026"", ""T10028""]","Misinformation and Its Impacts","[""Disinformation"", ""Popularity"", ""Computer science"", ""Social media"", ""Focus (optics)"", ""Artificial intelligence"", ""Fake news"", ""Data science"", ""Computer security"", ""World Wide Web"", ""Internet privacy"", ""Political science"", ""Optics"", ""Law"", ""Physics""]"
